sentence,label,validity,faults,domain,year,title,source,slide
Laboratories that handle energetic materials must have laboratory environmental control equipment.,constraint,valid,valid,laboratory,2023,STPA Applied for Energetic Materials Handling in Research Laboratories,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1100__Karen-Stephanie-de-Andrade__PUB.pdf,12.0
"Laboratory ecosystem stakeholders including patients (the public) lose trust in data being collected, shared, analyzed, and reported.",hazard,invalid,not,laboratory,2023,Application of STPA to the U.S. Diagnostic Laboratory Data Ecosystem,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-07-1010__Rodrigo-Rose__PUB.pdf,4.0
Laboratory equipment out of calibration standards.,hazard,valid,valid,laboratory,2023,STPA Applied for Energetic Materials Handling in Research Laboratories,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1100__Karen-Stephanie-de-Andrade__PUB.pdf,11.0
Laboratory facilities not appropriated for the current activities.,hazard,valid,valid,laboratory,2023,STPA Applied for Energetic Materials Handling in Research Laboratories,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1100__Karen-Stephanie-de-Andrade__PUB.pdf,11.0
Laboratory Operators must be able to stop the synthesis once it is detected that the process variables conditions are out of the safety acceptable states for handling.,constraint,valid,valid,laboratory,2023,STPA Applied for Energetic Materials Handling in Research Laboratories,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1100__Karen-Stephanie-de-Andrade__PUB.pdf,12.0
Laboratory Operators must be trained to manipulate energetic materials correctly.,constraint,valid,valid,laboratory,2023,STPA Applied for Energetic Materials Handling in Research Laboratories,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1100__Karen-Stephanie-de-Andrade__PUB.pdf,13.0
Laboratory Operators must set the laboratory process variables conditions in accordance with the limitations for handling the energetic materials under manipulation (analysis/syntheses).,constraint,valid,valid,laboratory,2023,STPA Applied for Energetic Materials Handling in Research Laboratories,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1100__Karen-Stephanie-de-Andrade__PUB.pdf,12.0
Laboratory Operators must verify the safety acceptable environmental conditions and the restrictions for handling energetic materials.,constraint,valid,valid,laboratory,2023,STPA Applied for Energetic Materials Handling in Research Laboratories,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1100__Karen-Stephanie-de-Andrade__PUB.pdf,12.0
Laboratory Procedures or Manuals not including essential safety protocols.,hazard,valid,valid,laboratory,2023,STPA Applied for Energetic Materials Handling in Research Laboratories,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1100__Karen-Stephanie-de-Andrade__PUB.pdf,11.0
Laboratory Supervisors must verify if the Operators have concluded the training for safely handling Energetic Materials before authorizing the activities.,constraint,valid,valid,laboratory,2023,STPA Applied for Energetic Materials Handling in Research Laboratories,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1100__Karen-Stephanie-de-Andrade__PUB.pdf,14.0
Lack of ability of aircraft to receive and transmit the proper data.,hazard,valid,valid,military,2022,Application of STPA-Sec in military systems,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-09-1120__Gabriel%20Luis%20de%20Oliveira__PUB.pdf,6.0
Lack of aircraft control.,hazard,valid,valid,aviation,2016,3-Hazard Analysis for Rotorcraft (UH-60MU),https://psas.scripts.mit.edu/home/wp-content/uploads/2016/01/3-BlakeAbrecht-W2016.pdf,6.0
Lack of essential supply in the nation.,hazard,valid,valid,medicine,2021,nalyzing national responses to COVID-19 pandemic using STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-25-1110__Chen.pdf,7.0
Land acquisition is not completed when required to be handed over to construction contractors for start of Project construction activities.,hazard,invalid,condition,oil,2015,Application of STAMP to Project Risk Management: A Workshop Approach,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Pelegrin-STAMP-Project-Risk-Management.pdf,11.0
Landing gear retraction with blown tire.,hazard,valid,valid,aviation,2015,Application of STPA for Hazard Analysis on Light Aircraft Crosswind Takeoffs,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Castilho-Crosswind-Takeoffs.pdf,33.0
Late or no decision to abort.,hazard,invalid,rewrite,aviation,2015,Application of STPA for Hazard Analysis on Light Aircraft Crosswind Takeoffs,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Castilho-Crosswind-Takeoffs.pdf,33.0
Leak of sensitive information.,hazard,valid,valid,aerospace,2019,STPA Applied to Launch Operations Management,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Merladet__PUB__STPA-MIT-STAMP-WORKSHOP-2019-28-03-19.pdf,12.0
Leaking of project or production documentation.,hazard,valid,valid,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,10.0
Lessons learned must be documented and disseminated.,constraint,valid,valid,medicine,2013,Risk Management of Hospital Radiation Therapy,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Helferich-STAMP-Conf-Presentation.pdf,8.0
Level 1 SMS audit findings for non/compliance.,loss,invalid,not,aviation,2018,The AVAC-SMS Metric for the Self-Assessment of Aviation Safety Management Systems,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/SMS-assessment-tool_MIT-STAMP-2018.pdf,19.0
Level must never violate maximum value.,constraint,valid,valid,industry,2014,Risk Management in the Process Industry,https://psas.scripts.mit.edu/home/wp-content/uploads/2014/03/Rodriguea_STPA_DH_final.pdf,31.0
Level too high.,hazard,invalid,rewrite,industry,2014,Risk Management in the Process Industry,https://psas.scripts.mit.edu/home/wp-content/uploads/2014/03/Rodriguea_STPA_DH_final.pdf,31.0
LLIs are not available when required to be used by construction contractors in the Project construction activities.,hazard,invalid,condition,oil,2015,Application of STAMP to Project Risk Management: A Workshop Approach,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Pelegrin-STAMP-Project-Risk-Management.pdf,11.0
Loss due to rescheduling.,loss,invalid,condition,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,9.0
Loss of A/C;,loss,valid,valid,aviation,2016,26-A STAMP-based Hazard Log for Use during Development and Operations,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/01/26-ScarinciGiusti-W2016.pdf,18.0
Loss of Acme Intellectual Property.,loss,valid,valid,other,2016,24-Understanding STPA-Sec through a Simple Roller Coaster Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/01/24-BillYoung-W2016.pdf,11.0
Loss of Aircraft Control.,hazard,valid,valid,aviation,2013,The Use of STPA in Hazard Analysis and Certification of Integrated Modular Avionics Systems,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Fleming_ITP_Talk.pdf,13.0
Loss of aircraft.,loss,valid,valid,aviation,2016,6-A Systems Approach to the Development of an Aircraft Smoke Control System,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/6-DaniloRibeiroNEW.pdf,14.0
Loss of airframe integrity.,hazard,valid,valid,aviation,2017,STPA During Early Concept Formation for Military Rotorcraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/05/STAMP-2017-Workshop-STPA-Presentation-Approved-For-Release.pdf,6.0
Loss of classified information.,loss,valid,valid,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,9.0
Loss of client satisfaction.,loss,valid,valid,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,9.0
Loss of company reputation.,loss,valid,valid,other,2016,24-Understanding STPA-Sec through a Simple Roller Coaster Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/01/24-BillYoung-W2016.pdf,11.0
Loss of confidence in aircraft systems.,loss,valid,valid,aviation,2019,STPA for Security of Aircraft Systems,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Weller-Fahy__PUB__2019-03-25_MIT-STAMP-Workshop_Weller-Fahy_Presentation.pdf,36.0
Loss of confidence in the safety of drinking water supplied to the public.,loss,valid,valid,water,2018,A Systems Analysis of the 1998 Sydney Water Crisis,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Thurs-Merrett-PUB-Sydneys-Water-quality-Crisis-systems-analysis_v2.pdf,6.0
Loss of consumer (rider) PII.,loss,valid,valid,other,2016,24-Understanding STPA-Sec through a Simple Roller Coaster Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/01/24-BillYoung-W2016.pdf,11.0
Loss of control in the air.,loss,invalid,not,aviation,2015,Application of STPA for Hazard Analysis on Light Aircraft Crosswind Takeoffs,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Castilho-Crosswind-Takeoffs.pdf,33.0
Loss of control on ground.,loss,invalid,not,aviation,2015,Application of STPA for Hazard Analysis on Light Aircraft Crosswind Takeoffs,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Castilho-Crosswind-Takeoffs.pdf,33.0
Loss of control or communications.,hazard,invalid,rewrite,aerospace,2013,The Use of STPA in Satellite Hazard Analysis,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Dunn_STAMP_Conference_Presentation.pdf,10.0
Loss of credibility in the air transportation industry.,loss,valid,valid,aviation,2017,STPA-Sec for Security of Flight Management System,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Felipe-Oliveira_STPASec-For-Flight-Management-System.pdf,5.0
Loss of Critical Protected Data.,loss,valid,valid,industry,2021,STPA Applied Before the SolarWinds Attack,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-25-1210__Bear-Thomas.pdf,7.0
Loss of customer preference/ brand loyalty.,loss,valid,valid,automotive,2015,Comparing STPA and FMEA on an Automotive Electric Power Steering System,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Sotomayor-Comparing-STPA-and-FMEA.pdf,18.0
"Loss of customer satisfaction with automated parking, without injury or property damage.",loss,valid,valid,automotive,2017,Human-Automation Interaction in STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/HumansAndAutomationTutorial_MFrance2017.pdf,39.0
Loss of customer satisfaction.,loss,valid,valid,automotive,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,53.0
Loss of customer satisfaction.,loss,valid,valid,aviation,2022,System-Theoretic Process Analysis (STPA) Evaluation of Boeing's Automated Test Maneuvers (ATM) System,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-06-1250__Darren%20McDonald__PUB.pdf,5.0
Loss of customer satisfaction.,loss,valid,valid,automotive,2022,STPA for Autonomous Vehicles Functions,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-08-1120__Anas%20Shahzad__PUB.pdf,6.0
Loss of customers.,loss,valid,valid,energy,2019,STPA of Demand -Side Load Management in Smart Grids,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Karatzas__PUB__MIT-STPA-methodology-presentation-v1.pdf,7.0
Loss of data quality.,loss,valid,valid,aviation,2022,System-Theoretic Process Analysis (STPA) Evaluation of Boeing's Automated Test Maneuvers (ATM) System,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-06-1250__Darren%20McDonald__PUB.pdf,5.0
Loss of driver comfort.,loss,valid,valid,automotive,2021,Using STPA to address challenges in achieving SOTIF,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-29-1230__Sidhu.pdf,14.0
"Loss of economic stability (e.g. closure of business / increases in unemployment, decrease in purchasing power).",loss,valid,valid,medicine,2021,nalyzing national responses to COVID-19 pandemic using STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-25-1110__Chen.pdf,6.0
Loss of electrical power generation.,loss,valid,valid,nuclear,2013,Evaluating the Safety of Digital Instrumentation and Control Systems in Nuclear Power Plants,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/04_Thomas_Evaluating_Safety_Digital_Instrumentation_Control.pdf,4.0
Loss of environmental integrity.,loss,valid,valid,oil,2022,Offshore Oil Wells Integrity: Subsea Christmas Tree Analysis Using System-Theoretic Process Analysis (STPA),https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-10-1110__Lucas%20Ribeiro%20de%20Almeida__PUB.pdf,7.0
Loss of equipment.,loss,valid,valid,maritime,2023,The utilization of STPA on the ship navigation system,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1010__Marios-Anestis-Koimtzoglou__PUB.pdf,11.0
Loss of finances.,loss,valid,valid,automotive,2022,STPA for Autonomous Vehicles Functions,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-08-1120__Anas%20Shahzad__PUB.pdf,6.0
Loss of flight test productivity.,loss,valid,valid,aviation,2022,System-Theoretic Process Analysis (STPA) Evaluation of Boeing's Automated Test Maneuvers (ATM) System,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-06-1250__Darren%20McDonald__PUB.pdf,5.0
"Loss of functioning democratic society (e.g. loss of freedom, human right .etc.).",loss,valid,valid,medicine,2021,nalyzing national responses to COVID-19 pandemic using STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-25-1110__Chen.pdf,6.0
Loss of Generation.,loss,valid,valid,water,2018,STPA Application in Hydropower: Piloting Experience,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Wed-To-PUB-STPA-Application-in-Hydropower-Piloting-Experience.pdf,8.0
Loss of generation.,loss,valid,valid,nuclear,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,57.0
"Loss of grid equipment (capacitors, lines, et.c).",loss,valid,valid,energy,2019,STPA of Demand -Side Load Management in Smart Grids,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Karatzas__PUB__MIT-STPA-methodology-presentation-v1.pdf,7.0
Loss of ground support operation.,loss,valid,valid,aerospace,2019,STPA Applied to Launch Operations Management,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Merladet__PUB__STPA-MIT-STAMP-WORKSHOP-2019-28-03-19.pdf,10.0
Loss of HTV mission.,loss,valid,valid,aerospace,2012,Unmanned Cargo Transfer Spacecraft,https://psas.scripts.mit.edu/home/get_pdf.php?name=1-4-HTV-system-description.pdf,7.0
Loss of human life - human injury.,loss,valid,valid,industry,2021,Using STPA to identify conflicts in coal mining safety procedures,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-30-1220__Krzemien.pdf,6.0
Loss of human life / damage to health and wellbeing (e.g. long term concerns with COVID).,loss,valid,valid,medicine,2021,nalyzing national responses to COVID-19 pandemic using STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-25-1110__Chen.pdf,6.0
Loss of human life or human injury of laboratory-related personnel.,loss,valid,valid,laboratory,2023,STPA Applied for Energetic Materials Handling in Research Laboratories,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1100__Karen-Stephanie-de-Andrade__PUB.pdf,10.0
Loss of human life or human injury of personnel external to the laboratory facilities.,loss,valid,valid,laboratory,2023,STPA Applied for Energetic Materials Handling in Research Laboratories,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1100__Karen-Stephanie-de-Andrade__PUB.pdf,10.0
